transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN05689,U05689,27,Other,7.73,3.54,3.27,4.62,9.0,243,148,8.29,Low,No,Mild,0
TXN05690,U05690,20,Female,7.55,4.9,0.55,4.6,6.19,97,46,9.9,Low,Yes,Moderate,1
TXN05691,U05691,35,Female,5.15,3.68,3.94,4.0,7.97,153,20,7.39,Low,No,None,0
TXN05692,U05692,23,Male,9.54,2.96,3.81,4.15,6.92,133,116,12.47,Low,No,Severe,1
TXN05693,U05693,30,Other,4.31,5.99,3.72,0.94,7.52,206,172,5.23,Medium,Yes,Moderate,1
TXN05694,U05694,35,Male,9.38,0.84,3.19,5.51,7.66,221,111,11.5,High,Yes,Moderate,1
TXN05695,U05695,22,Male,9.62,2.87,2.77,1.82,7.63,195,80,11.92,Low,Yes,Severe,1
TXN05696,U05696,21,Female,3.63,4.73,0.09,4.53,8.42,63,60,4.41,Low,Yes,Severe,1
TXN05697,U05697,21,Male,8.57,5.18,3.99,3.63,7.47,82,72,11.54,Low,No,Severe,1
TXN05698,U05698,28,Male,5.62,3.72,1.0,1.27,8.01,243,124,6.47,Low,No,Mild,0
TXN05699,U05699,18,Male,10.82,2.97,0.53,2.62,5.42,148,175,12.88,Low,Yes,Moderate,1
TXN05700,U05700,23,Female,10.42,4.03,0.22,4.76,7.89,206,119,10.97,High,Yes,Moderate,1
TXN05701,U05701,20,Other,7.12,1.85,3.45,2.64,5.22,170,70,8.12,Low,No,Moderate,1
TXN05702,U05702,26,Male,9.01,5.44,3.72,2.43,4.87,220,101,9.9,High,No,Severe,1
TXN05703,U05703,29,Other,3.19,4.85,3.56,3.01,4.84,56,49,5.86,Low,No,Moderate,1
TXN05704,U05704,18,Male,10.96,1.08,1.24,2.65,5.81,78,169,11.48,Low,No,Moderate,1
TXN05705,U05705,28,Male,8.04,5.12,3.74,4.31,8.16,128,107,8.64,High,Yes,Moderate,1
TXN05706,U05706,34,Male,3.64,2.2,3.15,3.87,7.36,96,100,5.64,Low,Yes,None,0
TXN05707,U05707,30,Other,7.19,5.52,3.13,3.76,7.44,245,66,8.4,High,Yes,Severe,1
TXN05708,U05708,18,Male,6.46,2.68,0.58,4.2,6.72,99,135,7.31,Medium,No,Mild,0
TXN05709,U05709,27,Female,10.64,5.9,2.16,5.55,6.48,58,138,13.08,Medium,Yes,Severe,1
TXN05710,U05710,35,Male,8.36,3.17,0.22,2.95,8.21,96,180,11.35,Low,Yes,Moderate,1
TXN05711,U05711,30,Other,11.29,3.83,0.54,5.33,8.02,204,142,13.23,High,No,Moderate,1
TXN05712,U05712,27,Female,4.2,3.99,0.12,2.76,6.76,136,72,6.98,Low,No,Mild,0
TXN05713,U05713,30,Female,6.17,1.47,3.6,5.17,7.55,158,16,7.61,High,Yes,Mild,0
TXN05714,U05714,21,Male,3.08,0.59,1.07,2.89,7.35,25,100,3.85,Low,Yes,Mild,0
TXN05715,U05715,19,Male,8.62,4.88,2.98,1.43,5.72,127,51,10.24,Medium,No,Severe,1
TXN05716,U05716,18,Other,6.25,1.85,3.05,4.52,8.43,234,82,6.95,Medium,Yes,Mild,0
TXN05717,U05717,33,Female,5.34,1.88,1.85,2.06,7.43,158,165,6.08,High,No,Mild,0
TXN05718,U05718,31,Male,11.92,0.99,2.13,2.83,8.21,116,69,14.7,Low,No,Moderate,1
TXN05719,U05719,23,Other,8.79,4.14,2.05,5.46,7.52,166,138,10.69,High,No,Moderate,1
TXN05720,U05720,33,Male,4.14,4.71,2.77,2.46,6.84,55,143,4.67,High,Yes,Moderate,1
TXN05721,U05721,27,Male,4.73,4.14,2.86,4.15,5.18,58,25,5.26,Low,Yes,Severe,1
TXN05722,U05722,31,Other,8.17,3.51,2.17,3.49,8.48,80,81,9.61,High,Yes,Severe,1
TXN05723,U05723,34,Other,9.74,4.08,3.02,0.89,4.8,50,53,12.59,Medium,Yes,Severe,1
TXN05724,U05724,23,Female,6.53,5.65,2.45,3.12,7.9,55,56,9.23,Low,No,Severe,1
TXN05725,U05725,30,Female,3.62,3.03,2.92,5.77,5.86,206,109,6.43,Medium,Yes,None,0
TXN05726,U05726,18,Male,5.65,5.71,2.57,2.2,7.36,113,64,7.12,Low,No,Severe,1
TXN05727,U05727,35,Female,10.93,1.7,3.66,1.76,4.93,195,149,11.7,Medium,No,Moderate,1
TXN05728,U05728,21,Female,11.23,2.66,0.43,5.94,8.66,52,125,11.88,Medium,No,Moderate,1
TXN05729,U05729,27,Female,11.96,5.37,0.23,5.11,5.8,244,28,13.3,High,No,Severe,1
TXN05730,U05730,21,Female,9.51,1.24,3.51,5.96,8.02,55,174,10.66,Low,Yes,Moderate,1
TXN05731,U05731,31,Female,10.27,2.06,3.49,3.12,7.52,154,78,12.76,Medium,No,Severe,1
TXN05732,U05732,35,Female,6.29,1.1,3.86,1.7,8.62,110,163,8.24,Low,Yes,Moderate,1
TXN05733,U05733,35,Female,4.68,5.85,2.19,0.99,6.7,121,166,5.81,High,No,Severe,1
TXN05734,U05734,35,Female,10.98,3.87,3.01,4.63,7.33,66,94,13.1,Medium,No,Moderate,1
TXN05735,U05735,22,Female,5.97,4.14,1.77,5.13,4.83,43,97,8.33,Medium,Yes,Severe,1
TXN05736,U05736,31,Female,11.6,1.07,2.74,4.99,6.45,177,87,14.15,High,No,Severe,1
TXN05737,U05737,23,Male,10.09,1.24,1.42,4.17,6.25,170,164,11.93,Medium,No,Moderate,1
TXN05738,U05738,27,Female,7.76,5.23,2.7,4.45,6.29,247,68,9.8,Medium,Yes,Moderate,1
TXN05739,U05739,26,Other,7.43,2.5,2.74,3.68,7.59,146,34,9.37,High,No,Moderate,1
TXN05740,U05740,29,Male,11.97,3.89,0.31,0.71,7.26,239,131,13.6,Medium,Yes,Severe,1
TXN05741,U05741,22,Female,11.27,1.89,0.12,5.17,5.61,112,49,14.22,Low,Yes,Moderate,1
TXN05742,U05742,30,Male,8.28,3.17,2.78,0.82,8.03,66,45,10.06,Medium,No,Moderate,1
TXN05743,U05743,31,Other,3.83,2.71,0.31,5.9,5.66,164,71,5.93,High,No,Mild,0
TXN05744,U05744,23,Other,4.49,4.4,2.37,1.05,8.11,110,95,6.96,Medium,Yes,Moderate,1
TXN05745,U05745,31,Male,11.34,5.13,2.23,3.17,5.56,203,16,13.4,High,No,Moderate,1
TXN05746,U05746,29,Male,9.63,4.06,0.93,2.65,5.67,217,163,11.26,Low,Yes,Severe,1
TXN05747,U05747,23,Male,9.72,3.57,0.71,4.66,8.0,82,46,10.27,High,No,Severe,1
TXN05748,U05748,29,Male,11.6,2.15,1.76,4.73,5.64,237,150,13.91,Low,No,Moderate,1
TXN05749,U05749,26,Other,4.94,5.12,0.37,6.0,6.68,48,131,7.33,Medium,Yes,Severe,1
TXN05750,U05750,26,Female,4.7,3.5,2.23,1.38,5.12,109,143,7.15,Medium,Yes,Mild,0
TXN05751,U05751,19,Female,9.52,3.5,3.31,5.61,7.37,74,42,11.09,Medium,No,Moderate,1
TXN05752,U05752,26,Other,7.95,3.55,3.63,2.36,7.66,29,138,10.06,High,Yes,Mild,0
TXN05753,U05753,27,Other,6.1,5.03,2.05,3.66,5.15,235,149,6.76,Medium,Yes,Moderate,1
TXN05754,U05754,23,Other,4.29,5.06,2.18,3.61,4.75,71,80,6.21,Medium,No,Severe,1
TXN05755,U05755,25,Other,4.9,2.93,2.17,2.46,6.98,92,102,6.08,Low,No,Mild,0
TXN05756,U05756,34,Other,3.85,3.27,3.21,1.27,5.55,196,41,6.52,High,Yes,Mild,0
TXN05757,U05757,33,Male,9.99,2.69,1.12,2.23,6.84,239,78,12.71,Medium,No,Severe,1
TXN05758,U05758,34,Female,7.64,5.45,3.06,5.48,5.24,134,17,10.62,High,No,Severe,1
TXN05759,U05759,33,Male,5.13,3.43,1.25,1.49,8.03,100,30,6.76,Medium,Yes,None,0
TXN05760,U05760,31,Female,7.85,4.2,2.88,1.93,6.4,79,114,10.02,Low,Yes,Moderate,1
TXN05761,U05761,27,Male,6.38,1.22,1.02,3.73,8.36,43,59,8.48,High,No,Moderate,1
TXN05762,U05762,21,Other,8.97,1.93,0.48,4.02,7.1,85,161,11.87,High,No,Severe,1
TXN05763,U05763,21,Male,4.06,2.32,3.76,3.27,8.28,21,61,6.18,Low,No,None,0
TXN05764,U05764,35,Other,3.12,5.65,0.28,2.21,7.25,35,43,4.99,Medium,Yes,Severe,1
TXN05765,U05765,33,Female,10.06,0.57,2.48,0.8,5.94,57,138,12.76,High,Yes,Moderate,1
TXN05766,U05766,28,Female,7.97,5.18,1.67,1.5,5.63,108,88,10.33,High,No,Moderate,1
TXN05767,U05767,18,Female,6.6,2.82,0.4,2.26,7.32,232,168,8.4,Medium,Yes,Mild,0
TXN05768,U05768,33,Other,4.64,5.16,1.75,5.61,7.1,78,87,7.01,Medium,No,Moderate,1
TXN05769,U05769,27,Other,5.45,0.91,1.76,1.27,5.84,26,128,6.94,High,No,Mild,0
TXN05770,U05770,26,Other,8.67,5.67,0.4,3.35,8.71,96,133,11.17,High,No,Severe,1
TXN05771,U05771,29,Female,4.72,3.65,0.09,5.78,5.16,236,28,6.6,Medium,No,Mild,0
TXN05772,U05772,22,Other,10.91,4.72,1.39,1.46,7.59,214,131,11.72,Low,Yes,Moderate,1
TXN05773,U05773,27,Other,8.69,1.82,0.41,5.46,7.73,101,179,10.5,Medium,Yes,Severe,1
TXN05774,U05774,19,Female,10.88,0.64,1.82,0.8,7.61,167,131,12.22,Low,Yes,Moderate,1
TXN05775,U05775,34,Male,3.08,2.75,1.78,2.17,6.75,150,163,6.03,Low,Yes,Mild,0
TXN05776,U05776,31,Female,7.52,5.74,0.5,5.14,6.41,81,69,9.11,High,Yes,Moderate,1
TXN05777,U05777,28,Other,11.07,5.42,2.89,2.5,5.23,57,155,12.8,High,Yes,Severe,1
TXN05778,U05778,21,Female,9.51,5.2,1.52,4.94,7.54,150,24,10.4,Medium,Yes,Severe,1
TXN05779,U05779,20,Male,8.01,3.04,1.94,5.33,6.33,215,86,8.69,Low,No,Severe,1
TXN05780,U05780,26,Other,10.96,4.2,2.31,1.33,7.47,76,124,13.7,Low,Yes,Moderate,1
TXN05781,U05781,23,Female,8.46,3.81,2.04,4.82,8.24,74,91,10.17,High,Yes,Severe,1
TXN05782,U05782,25,Male,7.84,5.58,1.55,2.4,7.31,115,68,9.45,Medium,No,Moderate,1
TXN05783,U05783,23,Female,7.33,3.91,2.38,2.13,8.73,80,172,10.22,High,No,Mild,0
TXN05784,U05784,25,Male,3.13,5.58,0.77,5.04,7.93,243,24,5.89,Medium,No,Severe,1
TXN05785,U05785,29,Other,3.68,5.77,2.16,3.59,7.0,201,62,6.37,Low,Yes,Moderate,1
TXN05786,U05786,23,Female,5.67,3.28,0.26,2.57,5.88,69,129,6.84,Medium,No,Mild,0
TXN05787,U05787,25,Female,8.13,2.17,2.14,3.64,5.09,104,144,10.6,Medium,Yes,Severe,1
TXN05788,U05788,29,Other,8.34,5.47,1.81,1.52,5.27,191,28,9.05,High,Yes,Severe,1
TXN05789,U05789,30,Female,7.17,3.87,1.94,3.89,6.22,82,136,7.97,High,Yes,Mild,0
TXN05790,U05790,21,Male,10.81,0.67,2.21,5.5,6.37,33,150,13.33,Low,No,Moderate,1
TXN05791,U05791,32,Female,6.56,1.69,0.65,1.34,8.86,129,163,9.27,Medium,Yes,Moderate,1
TXN05792,U05792,28,Other,5.68,4.0,3.25,3.05,5.75,183,127,7.04,Low,No,None,0
TXN05793,U05793,19,Other,3.81,5.39,2.07,5.98,7.25,70,138,5.84,Low,No,Severe,1
TXN05794,U05794,31,Male,11.74,2.27,1.52,0.64,8.35,41,117,13.1,High,No,Severe,1
TXN05795,U05795,20,Female,6.12,5.53,0.95,2.5,6.99,225,154,8.31,High,Yes,Severe,1
TXN05796,U05796,18,Other,6.2,5.17,3.99,3.16,7.46,67,178,6.96,Medium,Yes,Moderate,1
TXN05797,U05797,26,Other,9.6,5.21,2.16,5.54,8.57,128,77,11.9,High,Yes,Severe,1
TXN05798,U05798,22,Male,10.01,5.2,1.69,4.36,5.01,174,173,12.32,Medium,No,Moderate,1
TXN05799,U05799,21,Female,10.3,1.59,0.03,4.13,7.26,48,125,11.63,Medium,Yes,Moderate,1
TXN05800,U05800,33,Male,4.66,2.3,1.32,5.39,4.64,176,68,5.99,Medium,Yes,Mild,0
TXN05801,U05801,23,Other,3.09,4.13,1.41,2.3,7.47,23,42,5.46,Medium,Yes,Moderate,1
TXN05802,U05802,28,Other,11.37,3.74,3.06,1.29,5.09,108,82,14.07,Low,Yes,Severe,1
TXN05803,U05803,23,Male,9.18,1.66,2.58,0.96,5.28,97,65,11.67,Low,No,Moderate,1
TXN05804,U05804,18,Female,4.96,3.96,0.96,1.27,6.71,128,163,5.5,Medium,No,Mild,0
TXN05805,U05805,33,Female,11.1,5.28,0.05,3.98,6.81,50,22,13.7,Medium,Yes,Severe,1
TXN05806,U05806,30,Male,7.32,2.18,0.82,5.6,5.81,186,63,9.64,Medium,No,Moderate,1
TXN05807,U05807,32,Female,3.35,0.88,0.29,4.68,7.58,70,65,5.7,Medium,Yes,None,0
TXN05808,U05808,24,Other,7.33,5.97,0.1,0.62,4.77,82,110,8.07,Low,No,Moderate,1
TXN05809,U05809,33,Male,8.01,5.44,1.15,5.27,7.56,135,175,10.9,Medium,Yes,Severe,1
TXN05810,U05810,18,Other,5.21,4.14,0.5,2.88,8.4,63,127,7.8,Low,Yes,Severe,1
TXN05811,U05811,22,Male,11.49,2.98,2.55,3.05,5.09,174,92,13.85,Low,No,Severe,1
TXN05812,U05812,20,Female,3.03,1.53,0.95,3.97,7.66,22,162,5.48,High,No,Mild,0
TXN05813,U05813,32,Male,10.68,3.57,3.68,3.97,5.74,209,105,12.7,High,Yes,Severe,1
TXN05814,U05814,24,Other,10.89,0.71,0.64,3.76,8.03,94,91,11.82,Low,Yes,Moderate,1
TXN05815,U05815,27,Other,9.63,1.7,0.37,1.84,8.23,215,24,12.34,High,Yes,Severe,1
TXN05816,U05816,23,Male,8.59,2.56,0.76,4.64,7.18,194,15,10.54,High,No,Moderate,1
TXN05817,U05817,23,Male,3.22,2.99,0.61,0.61,7.63,103,106,4.7,Low,Yes,Mild,0
TXN05818,U05818,31,Female,9.36,1.73,2.55,1.14,5.59,142,87,10.61,Medium,Yes,Moderate,1
TXN05819,U05819,25,Other,11.78,3.89,0.53,3.18,5.56,28,165,14.75,Medium,No,Moderate,1
TXN05820,U05820,23,Female,5.93,3.02,0.98,2.92,6.24,217,81,7.8,Low,Yes,None,0
TXN05821,U05821,22,Male,10.86,1.77,2.0,4.77,7.27,99,31,13.35,Low,Yes,Severe,1
TXN05822,U05822,21,Other,5.11,3.4,1.89,3.59,5.23,176,109,6.21,Low,No,None,0
TXN05823,U05823,26,Other,10.99,4.64,2.14,2.05,8.06,198,175,12.82,High,No,Severe,1
TXN05824,U05824,25,Female,7.52,1.51,2.18,2.35,4.81,214,28,8.14,Medium,Yes,Moderate,1
TXN05825,U05825,35,Male,11.01,4.35,2.84,5.24,6.16,165,118,12.16,Medium,Yes,Moderate,1
TXN05826,U05826,21,Other,7.66,0.58,2.45,4.5,7.77,160,155,9.53,Medium,Yes,Mild,0
TXN05827,U05827,29,Female,8.56,0.55,2.93,0.88,7.09,197,26,11.32,High,Yes,Moderate,1
TXN05828,U05828,30,Female,4.84,4.42,1.54,1.3,5.72,93,125,7.27,Medium,No,Severe,1
TXN05829,U05829,21,Female,6.28,3.2,1.8,5.01,8.52,106,103,8.91,Medium,Yes,Moderate,1
TXN05830,U05830,35,Female,5.67,5.6,2.73,3.07,8.5,168,168,6.83,Medium,No,Moderate,1
TXN05831,U05831,25,Male,5.84,2.71,1.68,3.25,8.75,147,15,7.4,High,No,Mild,0
TXN05832,U05832,20,Male,9.15,2.62,0.61,3.29,8.63,33,20,11.46,Medium,Yes,Moderate,1
TXN05833,U05833,31,Other,11.48,3.3,3.56,1.3,5.37,111,145,12.97,High,Yes,Moderate,1
TXN05834,U05834,35,Other,11.42,5.83,1.14,2.15,7.36,99,114,13.64,Medium,No,Moderate,1
TXN05835,U05835,20,Other,4.62,5.97,0.7,1.29,6.35,35,123,7.03,Low,Yes,Moderate,1
TXN05836,U05836,21,Other,7.27,1.37,3.09,2.22,5.15,39,157,8.8,Medium,Yes,Mild,0
TXN05837,U05837,31,Female,7.35,2.86,1.82,4.39,7.13,195,157,8.84,Medium,No,Moderate,1
TXN05838,U05838,32,Male,11.33,5.41,3.63,4.74,7.29,143,48,12.54,High,Yes,Severe,1
TXN05839,U05839,31,Female,4.79,3.13,2.15,3.01,8.78,59,120,7.21,Medium,Yes,None,0
TXN05840,U05840,34,Male,3.99,2.79,1.35,4.12,7.27,122,93,4.61,High,No,None,0
TXN05841,U05841,23,Other,11.53,3.46,3.8,4.42,6.67,181,165,14.5,Medium,No,Moderate,1
TXN05842,U05842,26,Other,3.8,1.85,3.12,2.04,7.2,207,42,6.11,Low,Yes,Mild,0
TXN05843,U05843,20,Male,5.43,0.95,1.41,1.32,8.33,85,102,7.77,High,Yes,Mild,0
TXN05844,U05844,27,Female,4.96,5.63,1.38,0.81,8.67,117,169,7.71,High,Yes,Moderate,1
TXN05845,U05845,20,Other,3.54,1.88,3.1,2.48,5.87,178,50,5.84,High,Yes,Mild,0
TXN05846,U05846,27,Female,4.37,1.86,3.33,5.85,8.9,133,30,5.92,Medium,No,None,0
TXN05847,U05847,33,Male,6.56,1.29,1.58,3.87,6.72,234,179,7.18,Low,No,Mild,0
TXN05848,U05848,25,Female,5.54,5.94,3.81,3.01,8.85,217,53,7.95,High,Yes,Moderate,1
TXN05849,U05849,19,Male,3.32,1.39,1.26,3.92,4.56,26,39,4.22,Medium,Yes,Mild,0
TXN05850,U05850,19,Male,8.07,3.46,3.63,1.36,7.99,184,162,9.25,Low,No,Moderate,1
TXN05851,U05851,20,Female,9.82,3.84,3.02,5.06,5.05,153,121,12.12,Medium,No,Moderate,1
TXN05852,U05852,31,Other,5.17,3.55,3.81,2.0,7.51,182,101,7.29,Medium,No,Mild,0
TXN05853,U05853,30,Other,3.05,4.61,3.72,1.38,6.08,118,176,5.2,Medium,No,Moderate,1
TXN05854,U05854,20,Female,7.76,5.77,1.88,0.92,7.94,228,66,10.55,Medium,Yes,Severe,1
TXN05855,U05855,24,Female,11.75,1.78,3.8,1.01,5.14,145,28,13.34,Medium,No,Severe,1
TXN05856,U05856,34,Male,10.1,1.63,3.21,4.6,7.05,25,86,12.72,Medium,Yes,Moderate,1
TXN05857,U05857,19,Female,9.58,1.74,1.9,3.85,6.32,151,100,11.87,Low,No,Severe,1
TXN05858,U05858,19,Male,10.02,1.92,3.39,3.79,7.92,199,96,11.72,Medium,Yes,Severe,1
TXN05859,U05859,30,Other,8.27,1.34,0.09,2.39,5.2,126,70,9.64,Medium,No,Moderate,1
TXN05860,U05860,34,Other,10.75,2.36,1.77,1.96,5.81,39,77,13.71,High,Yes,Severe,1
TXN05861,U05861,23,Female,9.47,4.77,1.41,1.3,5.53,72,77,11.31,Low,No,Moderate,1
TXN05862,U05862,33,Male,8.56,3.32,0.18,5.18,5.44,197,37,11.34,Low,No,Moderate,1
TXN05863,U05863,18,Other,5.84,3.78,2.95,4.72,4.63,220,118,6.65,Low,No,Mild,0
TXN05864,U05864,32,Male,4.02,4.13,2.38,3.15,8.03,239,72,5.91,Low,Yes,Moderate,1
TXN05865,U05865,19,Other,8.59,1.14,2.41,3.39,5.12,195,112,10.48,Low,No,Severe,1
TXN05866,U05866,24,Other,8.53,5.1,0.88,2.62,8.87,120,169,9.06,Medium,Yes,Moderate,1
TXN05867,U05867,31,Male,3.32,5.43,2.08,1.35,7.98,57,68,5.2,High,Yes,Moderate,1
TXN05868,U05868,29,Other,4.91,2.24,2.72,5.9,6.59,29,100,6.94,High,No,None,0
TXN05869,U05869,20,Female,11.54,5.19,2.52,3.44,5.18,124,172,13.04,Medium,No,Severe,1
TXN05870,U05870,32,Male,7.92,4.8,1.89,1.54,4.54,180,80,10.46,High,Yes,Severe,1
TXN05871,U05871,18,Female,11.25,2.65,1.7,1.22,6.01,150,159,13.1,Medium,No,Severe,1
TXN05872,U05872,34,Female,11.48,3.72,3.12,1.83,6.59,228,178,12.03,High,Yes,Severe,1
TXN05873,U05873,18,Female,3.02,3.38,3.25,5.35,7.42,85,67,5.71,High,Yes,None,0
TXN05874,U05874,24,Male,3.63,5.8,0.03,4.64,7.62,73,109,5.81,Medium,No,Severe,1
TXN05875,U05875,28,Male,5.96,0.88,3.66,5.52,8.99,133,148,7.21,Medium,No,None,0
TXN05876,U05876,34,Male,9.7,1.59,3.12,3.13,7.07,50,113,11.69,High,Yes,Severe,1
TXN05877,U05877,26,Female,9.07,2.74,3.31,1.55,7.59,33,81,11.47,Low,No,Moderate,1
TXN05878,U05878,18,Other,3.62,5.62,3.68,4.87,7.77,163,162,5.39,High,No,Moderate,1
TXN05879,U05879,23,Other,5.51,5.91,3.56,2.49,7.7,231,74,6.79,Low,No,Severe,1
TXN05880,U05880,20,Male,4.42,1.36,1.61,3.7,5.14,215,71,7.11,High,Yes,None,0
TXN05881,U05881,31,Male,4.39,2.6,3.17,1.25,7.58,30,132,5.45,High,Yes,None,0
TXN05882,U05882,23,Male,9.59,4.02,3.39,3.04,7.41,97,88,12.09,Low,No,Moderate,1
TXN05883,U05883,26,Other,9.8,4.87,0.07,5.34,7.27,149,148,11.7,Medium,No,Moderate,1
TXN05884,U05884,25,Female,8.45,1.97,2.56,2.69,6.95,110,26,9.29,High,No,Moderate,1
TXN05885,U05885,21,Other,5.39,4.22,3.06,1.81,7.98,75,161,7.94,High,No,Severe,1
TXN05886,U05886,21,Male,7.18,1.39,0.06,0.84,6.46,144,173,9.07,High,Yes,Moderate,1
TXN05887,U05887,30,Other,4.98,5.0,0.38,5.42,5.32,143,66,6.65,High,Yes,Moderate,1
TXN05888,U05888,27,Male,5.48,3.22,2.32,0.59,5.18,45,153,8.1,Medium,Yes,None,0
TXN05889,U05889,23,Male,6.08,2.27,2.06,3.31,5.96,138,65,9.02,Low,Yes,Mild,0
TXN05890,U05890,18,Male,11.61,2.99,3.31,5.62,6.06,30,108,13.71,Low,No,Moderate,1
TXN05891,U05891,31,Male,5.5,4.87,3.94,3.03,7.8,190,30,8.05,Medium,Yes,Moderate,1
TXN05892,U05892,33,Female,3.62,3.45,1.41,5.56,4.82,53,32,6.15,Medium,No,Mild,0
TXN05893,U05893,35,Male,11.04,3.6,3.06,1.63,8.85,62,20,13.52,Medium,Yes,Severe,1
TXN05894,U05894,28,Other,10.74,0.94,3.24,2.91,7.21,150,128,12.65,Low,No,Severe,1
TXN05895,U05895,19,Female,3.1,5.96,0.73,2.27,8.27,31,34,5.94,Medium,No,Moderate,1
TXN05896,U05896,27,Other,10.23,4.05,0.15,3.8,5.3,236,159,12.69,Low,No,Moderate,1
TXN05897,U05897,27,Female,8.77,3.17,1.86,4.5,7.33,127,125,9.4,Medium,No,Severe,1
TXN05898,U05898,22,Male,7.25,3.68,3.16,5.23,7.01,38,39,8.15,Medium,Yes,Mild,0
TXN05899,U05899,34,Female,9.36,3.45,3.16,1.1,8.79,194,89,11.57,Medium,No,Moderate,1
TXN05900,U05900,31,Female,3.74,3.19,0.97,0.66,6.94,92,170,5.43,Medium,Yes,None,0
TXN05901,U05901,19,Other,10.2,1.26,3.87,3.0,5.81,164,77,13.04,High,Yes,Moderate,1
TXN05902,U05902,30,Other,6.17,2.23,1.12,3.47,6.35,34,162,8.35,Low,No,Moderate,1
TXN05903,U05903,30,Male,3.54,1.36,0.24,5.23,7.18,68,177,6.53,High,Yes,None,0
TXN05904,U05904,19,Female,10.3,4.74,0.74,1.28,5.95,221,145,11.51,Low,Yes,Moderate,1
TXN05905,U05905,32,Male,7.63,5.03,1.79,2.25,5.17,236,72,8.49,Medium,Yes,Moderate,1
TXN05906,U05906,35,Male,4.4,1.15,1.65,0.54,5.94,213,26,6.58,Medium,No,None,0
TXN05907,U05907,19,Other,10.92,4.66,2.35,2.66,5.28,96,61,13.38,High,No,Severe,1
TXN05908,U05908,33,Male,9.87,0.59,0.08,2.1,6.2,38,106,11.27,Low,No,Severe,1
TXN05909,U05909,21,Female,6.59,5.58,2.34,2.46,6.68,229,160,9.05,Medium,Yes,Moderate,1
TXN05910,U05910,28,Female,5.38,3.66,1.74,2.16,8.39,154,52,7.4,Medium,Yes,Mild,0
TXN05911,U05911,30,Male,3.66,5.3,0.43,3.4,8.34,243,29,6.27,Medium,No,Moderate,1
TXN05912,U05912,31,Male,3.82,0.72,3.49,5.52,5.02,114,125,6.57,Medium,No,None,0
TXN05913,U05913,31,Female,4.76,3.91,3.7,3.94,7.8,97,105,7.52,Low,No,Mild,0
TXN05914,U05914,27,Female,7.11,5.98,2.05,1.04,5.92,115,174,8.21,High,No,Severe,1
TXN05915,U05915,21,Female,10.76,1.23,3.71,3.25,6.74,95,52,11.66,Low,Yes,Moderate,1
TXN05916,U05916,24,Male,10.18,0.57,0.42,2.27,8.69,65,77,11.01,High,Yes,Severe,1
TXN05917,U05917,19,Female,5.38,1.05,2.35,4.45,5.98,150,89,6.36,Medium,Yes,Mild,0
TXN05918,U05918,31,Other,3.1,0.64,2.86,1.11,5.71,33,68,4.15,Low,Yes,None,0
TXN05919,U05919,24,Female,10.97,4.57,3.63,2.46,6.63,207,28,13.17,Low,Yes,Moderate,1
TXN05920,U05920,31,Male,7.41,5.82,2.73,5.63,6.76,129,106,9.24,Medium,Yes,Moderate,1
TXN05921,U05921,30,Male,10.76,3.27,0.76,5.88,7.52,154,127,13.29,Medium,Yes,Severe,1
TXN05922,U05922,27,Other,3.07,2.45,3.02,2.47,4.83,234,117,5.12,Low,Yes,None,0
TXN05923,U05923,20,Female,9.32,3.51,0.27,3.29,7.33,175,32,11.84,High,Yes,Severe,1
TXN05924,U05924,18,Other,3.72,5.14,2.1,5.11,6.58,221,44,5.36,Medium,No,Severe,1
TXN05925,U05925,28,Female,11.59,3.59,3.27,2.9,5.2,202,130,13.31,High,No,Severe,1
TXN05926,U05926,21,Other,6.11,2.58,1.8,1.68,8.5,224,138,8.84,Medium,Yes,Moderate,1
TXN05927,U05927,20,Other,4.94,5.59,3.15,1.14,8.84,220,39,7.84,High,No,Severe,1
TXN05928,U05928,26,Male,9.01,2.24,3.71,2.29,6.26,28,129,9.78,High,No,Moderate,1
TXN05929,U05929,21,Male,3.37,2.87,2.9,1.29,5.9,206,82,4.76,Medium,No,Mild,0
TXN05930,U05930,20,Other,8.7,3.66,0.95,4.98,6.4,45,54,11.09,Medium,No,Moderate,1
TXN05931,U05931,22,Other,6.65,1.73,1.8,5.46,8.81,28,168,8.02,Low,Yes,Mild,0
TXN05932,U05932,23,Other,10.55,1.36,2.88,5.94,4.94,161,80,13.0,Medium,Yes,Moderate,1
TXN05933,U05933,33,Female,9.24,5.61,0.63,1.16,5.98,75,37,12.1,Low,Yes,Severe,1
TXN05934,U05934,33,Male,3.24,2.1,3.55,3.93,8.34,206,152,3.97,High,No,Mild,0
TXN05935,U05935,30,Other,4.31,4.76,3.82,1.97,8.3,206,42,6.21,Low,Yes,Severe,1
TXN05936,U05936,35,Other,10.87,2.23,2.37,2.88,5.23,150,79,13.01,Medium,No,Moderate,1
TXN05937,U05937,22,Male,6.63,3.18,3.72,4.72,7.59,228,117,9.21,Low,No,Moderate,1
TXN05938,U05938,19,Male,10.46,0.79,2.48,1.16,5.05,55,146,11.17,Low,Yes,Severe,1
TXN05939,U05939,27,Male,3.18,4.41,1.99,4.11,8.97,140,73,4.87,High,Yes,Severe,1
